SECS,FLUOR,NORM_FLUOR,SOURCE
0.003598089,1782,0.584130942,INDUCTION-4188-20201116-10_53_39
0.003638149,1789.1,0.587700072,INDUCTION-4188-20201116-10_53_39
0.003678199,1764.4,0.57528352,INDUCTION-4188-20201116-10_53_39
0.003718019,1809.3,0.5978545,INDUCTION-4188-20201116-10_53_39
0.003758069,1755.4,0.57075927,INDUCTION-4188-20201116-10_53_39
0.003798129,1784,0.585136331,INDUCTION-4188-20201116-10_53_39
0.003838179,1799.8,0.593078903,INDUCTION-4188-20201116-10_53_39
0.003877999,1815.8,0.601122014,INDUCTION-4188-20201116-10_53_39
0.003918049,1786,0.58614172,INDUCTION-4188-20201116-10_53_39
0.003958109,1778.3,0.582270972,INDUCTION-4188-20201116-10_53_39
0.003998159,1796.5,0.591420011,INDUCTION-4188-20201116-10_53_39
0.004038219,1814.8,0.60061932,INDUCTION-4188-20201116-10_53_39
0.004078029,1785.9,0.58609145,INDUCTION-4188-20201116-10_53_39
0.004118089,1799.5,0.592928095,INDUCTION-4188-20201116-10_53_39
0.004158139,1840.5,0.613538567,INDUCTION-4188-20201116-10_53_39
0.004198189,1784.1,0.5851866,INDUCTION-4188-20201116-10_53_39
0.004238009,1821.1,0.603786295,INDUCTION-4188-20201116-10_53_39
0.004278059,1865.7,0.626206467,INDUCTION-4188-20201116-10_53_39
0.004318119,1850.6,0.618615781,INDUCTION-4188-20201116-10_53_39
0.004358169,1831.5,0.609014317,INDUCTION-4188-20201116-10_53_39
0.004398229,1847.2,0.616906619,INDUCTION-4188-20201116-10_53_39
0.004438039,1842.2,0.614393147,INDUCTION-4188-20201116-10_53_39
0.004478099,1826.1,0.606299767,INDUCTION-4188-20201116-10_53_39
0.004518149,1849.5,0.618062817,INDUCTION-4188-20201116-10_53_39
0.004558209,1830.7,0.608612161,INDUCTION-4188-20201116-10_53_39
0.004598019,1823.7,0.6050933,INDUCTION-4188-20201116-10_53_39
0.004638079,1825,0.605746803,INDUCTION-4188-20201116-10_53_39
0.004678129,1865.7,0.626206467,INDUCTION-4188-20201116-10_53_39
0.004718189,1853.8,0.620224403,INDUCTION-4188-20201116-10_53_39
0.004757999,1857.7,0.622184911,INDUCTION-4188-20201116-10_53_39
0.004798059,1853.5,0.620073594,INDUCTION-4188-20201116-10_53_39
0.004838109,1874.7,0.630730717,INDUCTION-4188-20201116-10_53_39
0.004878159,1851.3,0.618967667,INDUCTION-4188-20201116-10_53_39
0.004918219,1886.5,0.636662511,INDUCTION-4188-20201116-10_53_39
0.004958029,1843.1,0.614845572,INDUCTION-4188-20201116-10_53_39
0.004998089,1846.6,0.616605003,INDUCTION-4188-20201116-10_53_39
0.005038139,1902,0.644454275,INDUCTION-4188-20201116-10_53_39
0.005078199,1910.5,0.648727178,INDUCTION-4188-20201116-10_53_39
0.005118009,1860,0.623341108,INDUCTION-4188-20201116-10_53_39
0.005158069,1887,0.636913858,INDUCTION-4188-20201116-10_53_39
0.005198119,1892.6,0.639728947,INDUCTION-4188-20201116-10_53_39
0.005238179,1868.6,0.627664281,INDUCTION-4188-20201116-10_53_39
0.005277989,1919.8,0.653402236,INDUCTION-4188-20201116-10_53_39
0.005318049,1850.4,0.618515242,INDUCTION-4188-20201116-10_53_39
0.005358099,1894.1,0.640482989,INDUCTION-4188-20201116-10_53_39
0.005398149,1907.1,0.647018017,INDUCTION-4188-20201116-10_53_39
0.005438209,1911.9,0.64943095,INDUCTION-4188-20201116-10_53_39
0.005478029,1861.3,0.623994611,INDUCTION-4188-20201116-10_53_39
0.005518079,1881,0.633897692,INDUCTION-4188-20201116-10_53_39
0.005558129,1893.8,0.64033218,INDUCTION-4188-20201116-10_53_39
0.005598189,1881.7,0.634249578,INDUCTION-4188-20201116-10_53_39
0.005637999,1910.1,0.6485261,INDUCTION-4188-20201116-10_53_39
0.005678059,1889,0.637919247,INDUCTION-4188-20201116-10_53_39
0.005718109,1899,0.642946192,INDUCTION-4188-20201116-10_53_39
0.005758169,1889.2,0.638019786,INDUCTION-4188-20201116-10_53_39
0.005798219,1915,0.650989303,INDUCTION-4188-20201116-10_53_39
0.005838039,1915.6,0.651290919,INDUCTION-4188-20201116-10_53_39
0.005878089,1907.5,0.647219094,INDUCTION-4188-20201116-10_53_39
0.005918149,1930.5,0.658781067,INDUCTION-4188-20201116-10_53_39
0.005958199,1896.6,0.641739725,INDUCTION-4188-20201116-10_53_39
0.005998019,1917.3,0.6521455,INDUCTION-4188-20201116-10_53_39
0.006038069,1913.5,0.650235261,INDUCTION-4188-20201116-10_53_39
0.006078119,1917.6,0.652296308,INDUCTION-4188-20201116-10_53_39
0.006118179,1941.4,0.664260436,INDUCTION-4188-20201116-10_53_39
0.006157989,1948.6,0.667879836,INDUCTION-4188-20201116-10_53_39
0.006198049,1947.8,0.66747768,INDUCTION-4188-20201116-10_53_39
0.006238099,1908.3,0.64762125,INDUCTION-4188-20201116-10_53_39
0.006278159,1966.6,0.676928336,INDUCTION-4188-20201116-10_53_39
0.006318209,1916.2,0.651592536,INDUCTION-4188-20201116-10_53_39
0.006358029,1964.3,0.675772139,INDUCTION-4188-20201116-10_53_39
0.006398079,1912.3,0.649632028,INDUCTION-4188-20201116-10_53_39
0.006438139,1974.2,0.680748814,INDUCTION-4188-20201116-10_53_39
0.006478189,1923.2,0.655111397,INDUCTION-4188-20201116-10_53_39
0.006518009,1919.1,0.65305035,INDUCTION-4188-20201116-10_53_39
0.006558059,1959.4,0.673308936,INDUCTION-4188-20201116-10_53_39
0.006598119,1938.4,0.662752353,INDUCTION-4188-20201116-10_53_39
